L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
50560,1417,35,3,17,22413,0,0,N,O,1996-12-03,1996-12-15,1996-12-24,NONE,RAIL,"e fluffily blithely "
50560,1940,85,4,35,64468,0,0,N,O,1996-12-24,1996-11-28,1997-01-01,DELIVER IN PERSON,TRUCK,"up the regular, regular request"
50560,371,100,5,29,36870,0,0,N,O,1996-11-01,1996-10-28,1996-11-26,COLLECT COD,REG AIR,"ss dependencies are bravely. silently "
50561,1865,66,1,9,15902,0,0,N,O,1998-08-24,1998-08-04,1998-09-22,DELIVER IN PERSON,AIR,r requests. blithely special theodol
50561,371,56,2,4,5085,0,0,N,O,1998-06-07,1998-06-23,1998-07-05,NONE,MAIL," express packages c"
50561,1998,99,3,41,77900,0,0,N,O,1998-08-03,1998-07-07,1998-08-04,DELIVER IN PERSON,REG AIR,ithely silent accounts. b
50562,330,31,1,4,4921,0,0,N,O,1996-03-17,1996-05-04,1996-03-22,DELIVER IN PERSON,TRUCK,ges against the furiously pe
50562,756,57,2,10,16568,0,0,N,O,1996-03-17,1996-04-30,1996-04-14,DELIVER IN PERSON,TRUCK,y according to th
50592,199,100,1,30,32976,0,0,N,O,1996-12-22,1997-01-02,1996-12-29,NONE,SHIP,nag carefully express foxes. slyly sp
50592,294,76,2,43,51354,0,0,N,O,1996-11-26,1997-01-10,1996-12-09,NONE,RAIL,ithely express accounts. carefully regul
50592,1134,7,3,30,31054,0,0,N,O,1996-12-11,1996-12-22,1996-12-12,COLLECT COD,FOB,closely regular dependencies solve. ir
50592,1546,87,4,39,56454,0,0,N,O,1996-12-02,1997-01-29,1996-12-28,NONE,SHIP,ly express requ
50595,115,68,1,43,43650,0,0,N,O,1997-12-04,1997-11-09,1997-12-13,COLLECT COD,RAIL,"ar requests nod furiously pending "
50595,313,14,2,42,50959,0,0,N,O,1998-01-09,1997-11-29,1998-01-13,COLLECT COD,FOB,ully according to
50597,1424,64,1,46,60969,0,0,N,O,1998-09-02,1998-10-16,1998-09-23,COLLECT COD,FOB,hins engage carefull
50597,602,3,2,38,57099,0,0,N,O,1998-11-13,1998-08-28,1998-11-25,DELIVER IN PERSON,REG AIR,ecial deposit
50597,521,82,3,41,58282,0,0,N,O,1998-08-07,1998-09-17,1998-09-05,NONE,SHIP,posits. deposits cajole. ir
50597,1602,26,4,23,34583,0,0,N,O,1998-11-05,1998-09-12,1998-11-21,NONE,RAIL,deposits sl
50597,1385,24,5,4,5146,0,0,N,O,1998-10-23,1998-09-07,1998-10-25,COLLECT COD,MAIL," furiously. blithely unus"
50597,27,28,6,48,44497,0,0,N,O,1998-08-23,1998-08-25,1998-09-19,NONE,AIR,y against the always bli
50597,366,67,7,20,25327,0,0,N,O,1998-10-02,1998-09-30,1998-10-07,NONE,MAIL,inal dinos. even theodolit
50598,1071,42,1,49,47631,0,0,N,O,1996-02-24,1996-02-16,1996-02-27,NONE,SHIP," ironic instructions sleep regular gifts. "
50599,1149,86,1,1,1050,0,0,N,O,1998-06-05,1998-05-13,1998-06-25,NONE,SHIP," furiously regular requests. f"
50599,1975,76,2,20,37539,0,0,N,O,1998-03-19,1998-04-19,1998-04-17,COLLECT COD,MAIL," upon the sly, ironic deposits. fluffil"
50599,1407,25,3,45,58878,0,0,N,O,1998-03-17,1998-05-15,1998-04-10,DELIVER IN PERSON,RAIL,"ffix. regular, silent excuses "
50624,571,62,1,22,32375,0,0,N,O,1996-07-21,1996-07-04,1996-07-27,COLLECT COD,REG AIR,iet excuses are blithel
50624,1820,64,2,31,53376,0,0,N,O,1996-08-01,1996-05-29,1996-08-21,NONE,TRUCK,y regular the
50624,658,21,3,26,40525,0,0,N,O,1996-05-09,1996-06-22,1996-05-28,COLLECT COD,REG AIR,ithely ironic accounts. regular accounts c
50624,186,87,4,41,44533,0,0,N,O,1996-07-24,1996-06-09,1996-08-07,NONE,MAIL,lar accounts cajo
50627,415,74,1,17,22362,0,0,N,O,1998-06-29,1998-04-20,1998-07-29,TAKE BACK RETURN,SHIP,o beans. slyly even deposits x-ra
50627,579,80,2,13,19234,0,0,N,O,1998-05-30,1998-05-21,1998-06-21,TAKE BACK RETURN,AIR,sts. bold a
50628,1082,83,1,28,27526,0,0,N,O,1997-12-24,1998-01-24,1998-01-21,NONE,AIR,". carefully even pinto "
50628,1664,47,2,24,37576,0,0,N,O,1998-01-10,1997-12-03,1998-01-15,TAKE BACK RETURN,TRUCK,he furiously quick packages boost abo
50628,1759,60,3,23,38197,0,0,N,O,1997-12-27,1997-12-23,1998-01-26,NONE,FOB," sentiments. sly requests ca"
50628,1328,43,4,34,41797,0,0,N,O,1997-10-29,1998-01-16,1997-11-10,TAKE BACK RETURN,RAIL,en packages. blith
50629,1244,56,1,26,29776,0,0,N,O,1996-02-15,1996-01-27,1996-02-26,NONE,REG AIR,s the packages
50629,919,88,3,42,76436,0,0,N,O,1996-01-05,1995-12-18,1996-01-14,COLLECT COD,REG AIR,ve the carefully final foxes integr
50630,1773,74,1,17,28471,0,0,N,O,1996-11-06,1996-09-04,1996-12-05,NONE,TRUCK," sleep spec"
50630,450,51,2,27,36462,0,0,N,O,1996-10-16,1996-10-03,1996-11-13,COLLECT COD,SHIP,ymptotes use along the carefully reg
50630,787,84,3,17,28692,0,0,N,O,1996-09-30,1996-09-06,1996-10-01,TAKE BACK RETURN,MAIL,press foxes wake. sly
50630,235,90,4,9,10217,0,0,N,O,1996-09-27,1996-08-25,1996-10-27,COLLECT COD,TRUCK,"y ironic requests nag. "
50630,608,40,5,13,19612,0,0,N,O,1996-09-17,1996-09-09,1996-10-12,NONE,TRUCK,s cajole. fluffily express ideas according
50631,629,23,1,2,3059,0,0,N,O,1998-09-16,1998-08-02,1998-09-26,DELIVER IN PERSON,SHIP,fully bold i
50631,1143,52,2,8,8353,0,0,N,O,1998-07-26,1998-09-03,1998-08-04,COLLECT COD,MAIL,special pinto bea
50631,76,2,3,25,24402,0,0,N,O,1998-08-28,1998-08-08,1998-09-23,TAKE BACK RETURN,AIR,sleep furiously. ironic accounts haggle
50657,422,23,2,23,30416,0,0,N,O,1996-02-03,1996-02-27,1996-02-04,DELIVER IN PERSON,SHIP,s sleep quickly according to the f
50657,657,51,4,11,17134,0,0,N,O,1996-02-06,1996-03-06,1996-02-21,NONE,MAIL,onic instructio
50657,858,59,5,8,14071,0,0,N,O,1996-04-10,1996-02-15,1996-04-12,TAKE BACK RETURN,REG AIR,ing packages sl
50657,1190,27,6,1,1091,0,0,N,O,1996-03-02,1996-02-05,1996-03-18,DELIVER IN PERSON,FOB,ccounts. special theodolites haggl
50657,154,81,7,35,36895,0,0,N,O,1996-03-02,1996-03-09,1996-03-15,NONE,SHIP,lites sleep carefully about the regular as
50659,1170,71,1,30,32135,0,0,N,O,1998-07-18,1998-07-03,1998-07-30,COLLECT COD,TRUCK,ld blithely in place of the quickly silen
50659,1963,8,2,34,63409,0,0,N,O,1998-07-07,1998-07-11,1998-07-28,TAKE BACK RETURN,AIR,ecial theodolites. furiou
50659,332,17,3,43,52990,0,0,N,O,1998-06-16,1998-05-21,1998-07-08,DELIVER IN PERSON,TRUCK,. furiously regular depend
50659,229,84,4,3,3388,0,0,N,O,1998-06-04,1998-06-24,1998-06-13,DELIVER IN PERSON,REG AIR,"cies: special, permanent foxe"
50660,1116,17,1,47,47804,0,0,N,O,1996-04-28,1996-05-18,1996-05-09,COLLECT COD,REG AIR,to beans wake. furiously pending accounts i
50661,1080,86,1,42,41205,0,0,N,O,1996-12-23,1996-12-22,1996-12-26,NONE,SHIP," furiously expres"
50661,1962,95,2,11,20504,0,0,N,O,1996-12-13,1997-01-17,1997-01-10,COLLECT COD,FOB,"unts are quickly. "
50661,1704,89,3,34,54594,0,0,N,O,1997-01-01,1996-12-20,1997-01-09,TAKE BACK RETURN,SHIP,"he pending, express packages. da"
50662,1959,60,1,17,31636,0,0,N,O,1997-05-25,1997-05-27,1997-06-13,TAKE BACK RETURN,SHIP,"hely quick pinto beans integrate "
50662,555,16,2,42,61133,0,0,N,O,1997-06-12,1997-04-27,1997-06-15,TAKE BACK RETURN,FOB," packages. slyly regular "
50688,1683,66,1,17,26940,0,0,N,O,1996-02-07,1996-03-13,1996-03-04,TAKE BACK RETURN,RAIL," beans nag fro"
50688,1509,90,3,15,21158,0,0,N,O,1996-02-18,1996-02-28,1996-03-09,COLLECT COD,FOB,ave foxes. blithely regular dep
50688,108,61,5,13,13105,0,0,N,O,1996-03-07,1996-03-13,1996-03-11,COLLECT COD,SHIP,lyly silent war
50691,450,9,1,21,28359,0,0,N,O,1997-07-08,1997-06-25,1997-07-26,TAKE BACK RETURN,TRUCK,structions sleep slyly careful
50691,320,77,2,41,50033,0,0,N,O,1997-07-18,1997-07-29,1997-07-29,TAKE BACK RETURN,AIR,pending dolphins. carefully silent platelet
50691,437,67,3,14,18724,0,0,N,O,1997-08-28,1997-06-24,1997-09-26,TAKE BACK RETURN,MAIL,"s. blithely silent accounts integrate "
50691,933,2,4,35,64188,0,0,N,O,1997-06-15,1997-07-25,1997-06-16,TAKE BACK RETURN,MAIL,he slyly pen
50694,720,53,1,35,56725,0,0,N,O,1996-10-04,1996-11-30,1996-10-23,DELIVER IN PERSON,SHIP," unusual r"
50694,1734,77,2,10,16357,0,0,N,O,1996-10-28,1996-10-26,1996-11-04,TAKE BACK RETURN,MAIL,foxes. pending
50694,88,89,3,1,988,0,0,N,O,1996-12-27,1996-12-01,1997-01-24,COLLECT COD,REG AIR,fully. furiously unusual in
50694,568,99,4,8,11748,0,0,N,O,1996-12-11,1996-10-18,1996-12-19,DELIVER IN PERSON,AIR,jole about the blithely regular depend
50694,360,45,5,2,2521,0,0,N,O,1996-12-02,1996-10-07,1996-12-17,TAKE BACK RETURN,TRUCK,"ic instructions across the unusual,"
50695,206,7,1,32,35398,0,0,N,O,1996-01-14,1996-02-13,1996-02-06,DELIVER IN PERSON,RAIL," alongside of the unusual, ironic theodolit"
50723,1657,81,1,36,56111,0,0,N,O,1996-11-25,1996-10-18,1996-12-24,DELIVER IN PERSON,REG AIR,ncies haggle f
50723,1457,97,2,2,2717,0,0,N,O,1996-08-24,1996-09-25,1996-08-31,NONE,AIR,uests use quickly unusual foxes. fu
50723,1768,69,3,41,68460,0,0,N,O,1996-09-15,1996-10-11,1996-09-27,DELIVER IN PERSON,TRUCK,inal deposits. idle request
50723,1821,8,4,27,46516,0,0,N,O,1996-10-15,1996-11-03,1996-10-26,COLLECT COD,SHIP," along the requests. blithely regu"
50723,1004,5,5,22,19910,0,0,N,O,1996-09-01,1996-10-19,1996-09-09,NONE,RAIL,ut the express excuses. bl
50723,1776,19,6,7,11744,0,0,N,O,1996-11-05,1996-10-26,1996-11-22,TAKE BACK RETURN,SHIP,sits. furious
50724,464,94,1,32,43663,0,0,N,O,1996-12-26,1996-12-21,1997-01-07,COLLECT COD,MAIL," regular dolphins must"
50724,1679,3,2,50,79034,0,0,N,O,1996-11-29,1996-11-30,1996-12-20,NONE,MAIL," carefully regular accounts haggle quick"
50724,923,92,3,15,27359,0,0,N,O,1996-12-18,1996-12-21,1996-12-19,NONE,TRUCK,al escapad
50724,779,12,4,19,31916,0,0,N,O,1996-12-16,1996-12-05,1996-12-21,TAKE BACK RETURN,RAIL,ans hang s
50724,1413,14,5,8,10515,0,0,N,O,1997-02-07,1996-11-16,1997-02-19,TAKE BACK RETURN,REG AIR,ts. pendin
50726,110,89,3,12,12121,0,0,N,O,1996-01-06,1995-12-20,1996-01-25,TAKE BACK RETURN,AIR,ly instead of the quickly final p
50726,1658,82,4,25,38991,0,0,N,O,1996-01-17,1996-01-20,1996-01-28,TAKE BACK RETURN,REG AIR,ly regular courts haggl
50726,523,14,6,43,61211,0,0,N,O,1996-02-05,1995-12-24,1996-02-11,DELIVER IN PERSON,FOB,sh asymptotes. busily fi
50726,165,44,7,46,48997,0,0,N,O,1996-01-09,1995-12-28,1996-01-18,TAKE BACK RETURN,FOB,e furiously after
50727,644,76,1,24,37071,0,0,N,O,1996-07-09,1996-07-30,1996-07-20,TAKE BACK RETURN,REG AIR,sly ironic foxes. ironic requests caj
50753,1671,95,1,48,75488,0,0,N,O,1997-01-15,1997-04-03,1997-01-25,NONE,AIR,y by the r
50753,159,12,2,44,46603,0,0,N,O,1997-04-23,1997-02-12,1997-05-02,TAKE BACK RETURN,FOB,"d the special packages maintain silent, fi"
50753,1345,60,3,44,54839,0,0,N,O,1997-01-09,1997-02-21,1997-02-01,NONE,MAIL,"rash carefully alongside of "
50753,905,8,4,29,52371,0,0,N,O,1997-04-27,1997-03-29,1997-05-16,COLLECT COD,FOB,ites use fluffily final
50755,1843,30,1,18,31407,0,0,N,O,1998-07-03,1998-07-08,1998-07-18,TAKE BACK RETURN,REG AIR,regular deposits nag fluffily about the un
50755,1553,34,2,9,13091,0,0,N,O,1998-06-22,1998-07-12,1998-07-07,COLLECT COD,TRUCK,uriously final instructions wake furi
50757,1325,26,1,30,36790,0,0,N,O,1997-05-04,1997-06-23,1997-05-13,COLLECT COD,MAIL,ial pinto beans haggle slyly. ca
50757,1960,49,2,15,27929,0,0,N,O,1997-06-22,1997-06-03,1997-07-22,COLLECT COD,REG AIR,e. pending ideas nag. careful
50757,379,36,3,17,21749,0,0,N,O,1997-05-07,1997-06-11,1997-05-28,TAKE BACK RETURN,AIR,he carefully f
50785,926,95,1,3,5481,0,0,N,O,1997-09-16,1997-10-24,1997-10-01,COLLECT COD,AIR,"furiously final dependencies "
50785,1249,61,2,32,36808,0,0,N,O,1997-09-29,1997-11-13,1997-10-06,NONE,MAIL,ckages sleep furi
50785,1661,85,3,3,4688,0,0,N,O,1998-01-01,1997-11-23,1998-01-03,COLLECT COD,TRUCK,uests. slowly bold depo
50785,496,97,4,37,51670,0,0,N,O,1997-10-13,1997-10-16,1997-10-25,DELIVER IN PERSON,REG AIR," poach furiou"
50788,841,8,1,42,73157,0,0,N,O,1998-09-01,1998-06-30,1998-09-10,DELIVER IN PERSON,AIR,kages boost dar
50788,628,29,2,48,73374,0,0,N,O,1998-07-20,1998-08-08,1998-08-05,COLLECT COD,SHIP,"ronic dependencies "
50788,210,92,3,11,12212,0,0,N,O,1998-08-21,1998-07-04,1998-08-30,DELIVER IN PERSON,MAIL,wake among the express epitaphs.
50788,1323,38,4,11,13468,0,0,N,O,1998-09-07,1998-07-25,1998-09-25,NONE,REG AIR,ave to wake abo
50788,1708,93,5,22,35413,0,0,N,O,1998-09-04,1998-07-03,1998-09-06,TAKE BACK RETURN,RAIL,requests around the quickly even gifts af
50791,1885,15,1,39,69688,0,0,N,O,1998-05-27,1998-08-24,1998-05-28,NONE,FOB," deposits. quickly sp"
50791,1030,1,2,7,6517,0,0,N,O,1998-09-14,1998-07-16,1998-10-07,TAKE BACK RETURN,SHIP,thely between the quickly bold requests.
50817,1749,50,1,30,49522,0,0,N,O,1996-06-29,1996-08-01,1996-07-01,TAKE BACK RETURN,RAIL,sly about the always f
50819,1150,87,1,28,29432,0,0,N,O,1997-12-27,1997-12-18,1998-01-19,COLLECT COD,REG AIR,blithely regular deposits cajole. carefu
50819,1156,57,2,28,29600,0,0,N,O,1998-02-05,1997-12-31,1998-02-15,NONE,TRUCK,ronic courts according t
50820,624,25,1,17,25919,0,0,N,O,1998-03-16,1998-04-30,1998-03-26,DELIVER IN PERSON,TRUCK,furiously daring deposits? co
50820,1047,83,2,6,5688,0,0,N,O,1998-02-08,1998-04-29,1998-03-01,TAKE BACK RETURN,MAIL,nal accounts mold furiously. carefully f
50851,1546,87,1,3,4343,0,0,N,O,1998-05-24,1998-04-19,1998-06-13,TAKE BACK RETURN,TRUCK,"ckly even dependencies sleep "
50851,823,90,2,14,24133,0,0,N,O,1998-05-21,1998-06-07,1998-05-29,COLLECT COD,MAIL,"t, blithe accounts. furiousl"
50851,1178,87,3,43,46404,0,0,N,O,1998-05-03,1998-05-29,1998-05-20,DELIVER IN PERSON,TRUCK,ges sleep furiously final instruc
50851,1442,60,4,48,64485,0,0,N,O,1998-06-10,1998-04-17,1998-06-16,NONE,RAIL," requests w"
50851,1030,66,5,21,19552,0,0,N,O,1998-06-28,1998-05-05,1998-07-25,COLLECT COD,TRUCK,fluffily carefully ironic pinto bean
50851,681,13,6,6,9490,0,0,N,O,1998-05-08,1998-04-16,1998-05-24,COLLECT COD,TRUCK,the pinto beans. slyly bold platelets wake
50854,779,80,2,23,38635,0,0,N,O,1996-03-28,1996-02-23,1996-04-10,COLLECT COD,SHIP," even instructions sleep across the furious"
50854,1861,48,3,19,33494,0,0,N,O,1996-02-19,1996-01-29,1996-02-26,COLLECT COD,RAIL,"s. blithely unusual ideas above "
50854,60,86,4,44,42243,0,0,N,O,1996-03-01,1996-01-28,1996-03-27,DELIVER IN PERSON,RAIL,wake carefully among t
50854,1283,21,5,17,20133,0,0,N,O,1996-02-11,1996-03-02,1996-02-26,NONE,FOB," deposits wake ruthlessly special ex"
50854,610,73,7,45,67977,0,0,N,O,1996-03-24,1996-03-05,1996-04-21,COLLECT COD,SHIP,ackages are fluf
50881,1562,43,1,39,57079,0,0,N,O,1997-05-03,1997-03-14,1997-05-31,COLLECT COD,TRUCK,iously even platelets boos
50884,1004,75,1,46,41630,0,0,N,O,1998-11-16,1998-10-24,1998-12-16,COLLECT COD,REG AIR,bove the f
50884,149,50,2,3,3147,0,0,N,O,1998-09-23,1998-10-09,1998-10-17,DELIVER IN PERSON,SHIP,p finally af
50884,917,18,3,28,50901,0,0,N,O,1998-09-10,1998-10-16,1998-09-29,TAKE BACK RETURN,TRUCK,ly. carefully regular gifts haggle slyly
50884,1035,41,4,49,45865,0,0,N,O,1998-09-12,1998-09-09,1998-10-01,TAKE BACK RETURN,RAIL,special packages haggle flu
50884,1324,39,5,35,42886,0,0,N,O,1998-10-24,1998-08-30,1998-10-30,TAKE BACK RETURN,TRUCK,"e carefully special, express foxes. bold re"
50886,1466,67,1,39,53331,0,0,N,O,1998-05-10,1998-07-22,1998-05-28,TAKE BACK RETURN,REG AIR,"sly foxes. pending deposits was carefully "
50886,1362,39,2,45,56851,0,0,N,O,1998-05-31,1998-06-14,1998-06-21,COLLECT COD,REG AIR,counts use. ironic foxes af
50886,1893,37,3,18,32308,0,0,N,O,1998-05-14,1998-07-01,1998-06-04,COLLECT COD,AIR,s sleep furiously unus
50912,134,87,1,27,27922,0,0,N,O,1996-02-16,1996-03-23,1996-03-11,NONE,RAIL,uests acro
50912,1951,96,2,46,85236,0,0,N,O,1996-04-11,1996-04-09,1996-04-26,COLLECT COD,TRUCK," detect above the ironic instructions."
50912,7,33,3,44,39908,0,0,N,O,1996-03-01,1996-04-17,1996-03-22,DELIVER IN PERSON,SHIP,ctions. bold requests ha
50912,211,39,4,24,26669,0,0,N,O,1996-03-20,1996-04-09,1996-04-08,TAKE BACK RETURN,TRUCK,requests impress furiously above the bold f
50913,274,56,1,16,18788,0,0,N,O,1997-06-01,1997-05-09,1997-06-08,NONE,MAIL,"uses. ironic, pending wate"
50913,1855,56,2,5,8784,0,0,N,O,1997-04-06,1997-05-22,1997-04-26,NONE,MAIL,y bold packages again
50913,1986,87,3,36,67967,0,0,N,O,1997-02-23,1997-05-05,1997-03-11,COLLECT COD,MAIL,"sly unusual foxes cajole carefully "
50913,1909,98,4,14,25353,0,0,N,O,1997-06-11,1997-04-20,1997-06-12,COLLECT COD,RAIL,"orges sleep idle, unusual deposi"
50913,1651,34,5,3,4658,0,0,N,O,1997-04-11,1997-05-10,1997-05-01,COLLECT COD,RAIL,"xpress requests. carefully ironic "
50913,854,54,6,44,77213,0,0,N,O,1997-05-26,1997-05-06,1997-06-05,DELIVER IN PERSON,AIR,according t
50913,1587,88,7,19,28283,0,0,N,O,1997-05-12,1997-05-16,1997-06-02,DELIVER IN PERSON,RAIL,ic patterns. slyly special pi
50915,877,11,1,6,10667,0,0,N,O,1996-07-16,1996-06-28,1996-07-20,COLLECT COD,REG AIR," along the fin"
50915,1575,76,2,22,32485,0,0,N,O,1996-06-22,1996-07-04,1996-06-27,COLLECT COD,FOB,latelets cajol
50915,106,7,3,11,11067,0,0,N,O,1996-05-30,1996-06-21,1996-06-13,NONE,RAIL,uests wake blithely regular ideas
50944,1110,19,1,42,42467,0,0,N,O,1998-07-22,1998-09-13,1998-08-16,DELIVER IN PERSON,RAIL,olphins. thinly special accounts inte
50944,1629,53,2,45,68878,0,0,N,O,1998-08-08,1998-09-07,1998-08-24,TAKE BACK RETURN,REG AIR,ar pinto bean
50944,1081,82,3,29,28480,0,0,N,O,1998-09-14,1998-08-20,1998-09-30,TAKE BACK RETURN,TRUCK,"ites detect. final theodolites "
50944,1663,46,4,27,42246,0,0,N,O,1998-09-02,1998-08-05,1998-09-13,NONE,REG AIR,p quickly along the fur
50944,736,33,5,38,62196,0,0,N,O,1998-09-10,1998-08-28,1998-09-15,NONE,MAIL,e carefully regular de
50946,1110,83,1,43,43478,0,0,N,O,1998-09-08,1998-09-04,1998-10-01,DELIVER IN PERSON,SHIP,quests. regular foxes wa
50946,1209,10,2,47,52179,0,0,N,O,1998-08-05,1998-08-16,1998-08-11,DELIVER IN PERSON,AIR,eodolites. carefully unusual excuse
50947,1930,31,1,40,73277,0,0,N,O,1996-03-31,1996-03-12,1996-04-02,DELIVER IN PERSON,AIR,"uickly bold ideas. even deposits "
50947,1074,75,2,33,32177,0,0,N,O,1996-02-20,1996-04-11,1996-03-10,NONE,AIR,ar foxes cajole enticingly. slyly spec
50947,133,86,3,21,21696,0,0,N,O,1996-03-30,1996-05-07,1996-04-09,COLLECT COD,FOB,regular deposits
50947,1305,82,4,3,3619,0,0,N,O,1996-03-21,1996-04-23,1996-03-30,NONE,RAIL,ounts grow
50947,656,19,5,47,73163,0,0,N,O,1996-02-15,1996-04-27,1996-03-06,TAKE BACK RETURN,MAIL," ideas nag: fluffily final asymptot"
50947,1426,27,6,3,3982,0,0,N,O,1996-04-13,1996-03-28,1996-05-03,NONE,REG AIR,"ironic packages. carefully "
50980,1190,99,1,13,14185,0,0,N,O,1998-05-05,1998-04-28,1998-05-19,TAKE BACK RETURN,FOB,ecial deposits. quickly i
51009,721,18,1,41,66491,0,0,N,O,1996-01-15,1995-12-26,1996-02-13,DELIVER IN PERSON,FOB,"jole according to the even, final req"
51009,1871,1,6,41,72688,0,0,N,O,1996-01-31,1995-12-21,1996-02-27,TAKE BACK RETURN,AIR,tions. blithely bold pinto beans wake
51009,933,34,7,21,38513,0,0,N,O,1996-01-21,1995-12-18,1996-02-14,TAKE BACK RETURN,RAIL,beans thrash
51014,1843,73,1,3,5235,0,0,N,O,1996-09-03,1996-10-25,1996-09-17,COLLECT COD,FOB,"de of the carefully "
51014,1173,10,2,22,23632,0,0,N,O,1996-10-08,1996-10-28,1996-10-21,NONE,SHIP,es shall have t
51014,203,4,3,40,44128,0,0,N,O,1996-09-21,1996-10-06,1996-09-29,TAKE BACK RETURN,TRUCK,ns. ideas integ
51014,1603,4,4,48,72221,0,0,N,O,1996-11-11,1996-09-18,1996-11-20,NONE,REG AIR,"ainst the final platelets affix "
51014,1617,100,5,12,18223,0,0,N,O,1996-09-25,1996-09-10,1996-10-11,DELIVER IN PERSON,AIR,g to the bold asymptotes slee
51014,81,7,6,17,16678,0,0,N,O,1996-08-13,1996-09-24,1996-08-31,TAKE BACK RETURN,RAIL,counts across t
51040,1769,12,1,42,70172,0,0,N,O,1997-04-13,1997-03-13,1997-04-27,DELIVER IN PERSON,TRUCK,"kages. ideas among the ironic accounts "
51040,1812,99,2,35,59983,0,0,N,O,1997-03-13,1997-04-03,1997-03-16,NONE,MAIL,g the always final dependencies. regular de
51042,1118,19,1,37,37707,0,0,N,O,1998-01-13,1998-02-18,1998-01-24,TAKE BACK RETURN,TRUCK," sleep spec"
51042,1493,33,2,37,51596,0,0,N,O,1998-02-04,1998-01-06,1998-02-05,NONE,RAIL,. furiously pending requests ag
51042,1527,48,3,43,61426,0,0,N,O,1998-03-14,1998-01-06,1998-04-06,COLLECT COD,RAIL,ffily ironi
51042,62,63,4,39,37520,0,0,N,O,1998-03-26,1998-03-04,1998-04-01,NONE,SHIP,y along the slyly express soma
51042,1559,80,5,12,17527,0,0,N,O,1998-03-11,1998-01-12,1998-04-10,COLLECT COD,REG AIR,ate along the blithely unusual ac
51042,1787,88,6,34,57419,0,0,N,O,1998-03-28,1998-01-31,1998-04-12,DELIVER IN PERSON,RAIL," instructions. blithely even ideas a"
51042,1123,24,7,20,20482,0,0,N,O,1998-02-06,1998-03-01,1998-03-02,DELIVER IN PERSON,TRUCK,posits haggle. ideas abo
51043,832,33,1,23,39855,0,0,N,O,1997-06-16,1997-07-23,1997-07-15,NONE,SHIP,he slyly pending accounts. fluffily pendi
51046,1113,50,1,1,1014,0,0,N,O,1997-05-02,1997-06-03,1997-05-17,TAKE BACK RETURN,TRUCK," ironic ideas"
51046,1105,78,2,44,44268,0,0,N,O,1997-05-29,1997-05-08,1997-06-15,DELIVER IN PERSON,AIR,"ns. regular ideas sleep fluffily. express,"
51046,198,99,3,8,8786,0,0,N,O,1997-04-15,1997-05-03,1997-04-20,DELIVER IN PERSON,SHIP,"requests. slyly regular theodolites "
51046,1698,99,4,17,27195,0,0,N,O,1997-07-17,1997-05-07,1997-07-20,COLLECT COD,MAIL,cial foxes. even instructions mold
51046,1546,67,5,15,21713,0,0,N,O,1997-05-28,1997-06-15,1997-06-07,TAKE BACK RETURN,AIR,"ts use furiously "
51046,129,8,6,38,39107,0,0,N,O,1997-05-12,1997-05-29,1997-05-22,TAKE BACK RETURN,FOB," final deposits. quickly silent packages ac"
51076,1753,80,1,32,52952,0,0,N,O,1996-12-22,1996-11-19,1997-01-16,NONE,TRUCK,"e regular, final ideas. re"
51077,621,53,1,46,69995,0,0,N,O,1997-04-07,1997-03-05,1997-04-17,COLLECT COD,MAIL,lyly regular accounts. ironic package
51077,452,82,2,23,31106,0,0,N,O,1997-03-17,1997-04-03,1997-04-10,DELIVER IN PERSON,REG AIR," slyly express Tiresias across t"
51077,23,49,3,13,11999,0,0,N,O,1997-04-05,1997-04-19,1997-04-24,DELIVER IN PERSON,RAIL,nstructions cajole blit
51077,1912,1,4,6,10883,0,0,N,O,1997-05-29,1997-04-24,1997-06-02,TAKE BACK RETURN,RAIL,cial braids alon
51077,476,35,5,19,26153,0,0,N,O,1997-02-28,1997-03-29,1997-03-19,COLLECT COD,MAIL," bold instructions"
51078,1324,25,1,38,46562,0,0,N,O,1997-04-26,1997-03-16,1997-05-06,NONE,AIR," carefully slyly unusual foxes? blith"
51078,629,23,2,13,19885,0,0,N,O,1997-05-05,1997-03-15,1997-06-02,COLLECT COD,RAIL,riously slyly regu
51078,974,9,3,34,63749,0,0,N,O,1997-05-06,1997-05-04,1997-05-23,DELIVER IN PERSON,MAIL,s about the quick
51079,1690,91,1,38,60484,0,0,N,O,1998-02-28,1998-01-06,1998-03-02,DELIVER IN PERSON,RAIL,yly. blithely pending packages pl
51079,942,45,2,3,5529,0,0,N,O,1998-01-11,1998-02-19,1998-01-23,COLLECT COD,FOB,according to the blithel
51079,1765,66,3,13,21668,0,0,N,O,1998-02-11,1998-01-07,1998-03-10,TAKE BACK RETURN,RAIL,kly along the blithely
51079,1837,38,4,9,15649,0,0,N,O,1998-03-20,1998-01-24,1998-04-19,NONE,FOB,. quickly bold instructions boost car
51079,527,88,5,36,51391,0,0,N,O,1998-03-09,1998-01-01,1998-04-03,COLLECT COD,TRUCK,sits are into the regular id
